ranker,player,nationality,position,team,comp_level,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
822,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,22,2002,33,31,"2,563",28.5,15,8,23,14,1,3,1,0,21.6,19.3,6.8,26.0,93,53,215,0.53,0.28,0.81,0.49,0.77,0.76,0.24,0.99,0.68,0.91,Matches
823,Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,24,2000,34,20,"1,892",21.0,3,2,5,3,0,0,2,0,2.8,2.8,1.3,4.1,34,72,86,0.14,0.10,0.24,0.14,0.24,0.13,0.06,0.19,0.13,0.19,Matches
824,Jacques Ekomie,ga GAB,"DF,FW",Angers,fr Ligue 1,20,2003,18,7,697,7.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,13,20,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
825,Emmanuel Ekong,se SWE,"MF,FW",Empoli,it Serie A,22,2002,15,0,186,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,5,19,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
826,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,30,1994,18,3,555,6.2,1,3,4,1,0,0,1,0,2.8,2.8,0.8,3.5,7,8,42,0.16,0.49,0.65,0.16,0.65,0.45,0.12,0.57,0.45,0.57,Matches
827,Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,fr Ligue 1,22,2002,29,29,"2,575",28.6,1,0,1,1,0,0,3,0,0.7,0.7,1.0,1.7,20,146,21,0.03,0.00,0.03,0.03,0.03,0.03,0.04,0.06,0.03,0.06,Matches
828,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,eng Premier League,22,2002,38,31,"2,501",27.8,6,11,17,6,0,0,1,0,4.5,4.5,5.7,10.1,102,63,229,0.22,0.40,0.61,0.22,0.61,0.16,0.20,0.36,0.16,0.36,Matches
829,Meschak Elia,cd COD,FW,Nantes,fr Ligue 1,26,1997,8,1,170,1.9,1,0,1,1,0,0,0,0,1.1,1.1,0.2,1.3,9,5,22,0.53,0.00,0.53,0.53,0.53,0.59,0.10,0.69,0.59,0.69,Matches
830,Mikael Ellertsson,is ISL,"DF,MF",Venezia,it Serie A,22,2002,36,29,"2,470",27.4,2,2,4,2,0,0,2,0,1.1,1.1,1.6,2.7,33,36,92,0.07,0.07,0.15,0.07,0.15,0.04,0.06,0.10,0.04,0.10,Matches
831,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,21,2003,18,2,371,4.1,1,2,3,1,0,0,1,0,1.8,1.8,1.1,2.8,10,44,30,0.24,0.49,0.73,0.24,0.73,0.43,0.26,0.69,0.43,0.69,Matches
832,Elif Elmas,mk MKD,"FW,MF",Torino,it Serie A,24,1999,13,12,"1,021",11.3,4,0,4,4,0,0,0,0,1.4,1.4,0.4,1.8,42,34,58,0.35,0.00,0.35,0.35,0.35,0.12,0.04,0.16,0.12,0.16,Matches
833,Elif Elmas,mk MKD,MF,RB Leipzig,de Bundesliga,24,1999,2,0,44,0.5,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,2,2,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.70,0.70,0.70,Matches
834,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,30,1994,22,16,"1,457",16.2,0,0,0,0,0,0,2,1,0.4,0.4,0.2,0.6,17,51,4,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
835,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,27,1996,25,25,"2,135",23.7,1,1,2,1,0,0,1,0,2.0,2.0,0.4,2.5,20,55,5,0.04,0.04,0.08,0.04,0.08,0.09,0.02,0.10,0.09,0.10,Matches
836,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,es La Liga,32,1992,35,18,"1,607",17.9,1,1,2,1,0,0,4,0,2.1,2.1,2.7,4.8,47,45,114,0.06,0.06,0.11,0.06,0.11,0.12,0.15,0.27,0.12,0.27,Matches
837,Breel Embolo,ch SUI,"FW,MF",Monaco,fr Ligue 1,27,1997,29,19,"1,841",20.5,6,4,10,6,0,0,5,0,10.8,10.8,5.6,16.4,22,55,140,0.29,0.20,0.49,0.29,0.49,0.53,0.28,0.80,0.53,0.80,Matches
838,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,21,2003,27,27,"2,293",25.5,14,3,17,14,0,0,5,0,17.0,17.0,2.4,19.4,37,14,104,0.55,0.12,0.67,0.55,0.67,0.67,0.10,0.76,0.67,0.76,Matches
839,Emerson,br BRA,DF,Milan,it Serie A,25,1999,17,16,"1,377",15.3,0,0,0,0,0,0,5,0,0.4,0.4,0.7,1.1,23,68,71,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.03,0.07,Matches
840,Yunus Emre Konak,tr TUR,"FW,MF",Brentford,eng Premier League,18,2006,10,0,42,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,2,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.33,0.33,Matches
841,Julio Enciso,py PAR,"MF,FW",Ipswich Town,eng Premier League,20,2004,13,12,869,9.7,2,3,5,2,0,0,3,0,1.7,1.7,1.4,3.1,23,28,44,0.21,0.31,0.52,0.21,0.52,0.18,0.14,0.32,0.18,0.32,Matches
842,Julio Enciso,py PAR,"MF,FW",Brighton,eng Premier League,20,2004,12,2,294,3.3,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,11,14,17,0.00,0.00,0.00,0.00,0.00,0.31,0.07,0.38,0.31,0.38,Matches
843,Wataru Endo,jp JPN,"MF,DF",Liverpool,eng Premier League,31,1993,20,1,273,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,19,8,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
844,Endrick,br BRA,FW,Real Madrid,es La Liga,18,2006,22,3,363,4.0,1,0,1,1,0,0,1,0,2.5,2.5,0.5,3.0,12,8,32,0.25,0.00,0.25,0.25,0.25,0.61,0.12,0.73,0.61,0.73,Matches
845,Yannik Engelhardt,de GER,"MF,DF",Como,it Serie A,23,2001,26,11,"1,164",12.9,1,1,2,1,0,0,4,0,0.6,0.6,1.5,2.0,18,54,18,0.08,0.08,0.15,0.08,0.15,0.04,0.11,0.16,0.04,0.16,Matches
846,Arne Engels,be BEL,"MF,FW",Augsburg,de Bundesliga,20,2003,1,1,79,0.9,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,1,1,5,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45,Matches
847,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,32,1992,23,11,"1,061",11.8,1,2,3,0,1,1,4,0,1.4,0.6,3.2,3.8,13,55,29,0.08,0.17,0.25,0.00,0.17,0.12,0.27,0.39,0.05,0.32,Matches
848,Martin Erlic,hr CRO,DF,Bologna,it Serie A,26,1998,8,5,334,3.7,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,11,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
849,Patrick Erras,de GER,DF,Holstein Kiel,de Bundesliga,29,1995,10,10,832,9.2,1,0,1,1,0,0,2,0,0.9,0.9,0.1,1.0,3,25,1,0.11,0.00,0.11,0.11,0.11,0.10,0.01,0.11,0.10,0.11,Matches
850,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,32,1992,16,9,833,9.3,0,1,1,0,0,0,4,0,0.4,0.4,0.6,1.1,10,39,29,0.00,0.11,0.11,0.00,0.11,0.05,0.07,0.12,0.05,0.12,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
851,Sebastiano Esposito,it ITA,"FW,MF",Empoli,it Serie A,22,2002,33,27,"2,331",25.9,8,0,8,7,1,2,1,0,5.7,4.2,2.1,6.3,31,93,106,0.31,0.00,0.31,0.27,0.27,0.22,0.08,0.30,0.16,0.24,Matches
852,Romain Esse,eng ENG,MF,Crystal Palace,eng Premier League,19,2005,7,1,138,1.5,1,1,2,1,0,0,0,0,0.3,0.3,0.4,0.7,1,7,14,0.65,0.65,1.30,0.65,1.30,0.21,0.27,0.48,0.21,0.48,Matches
853,Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,26,1998,30,21,"1,636",18.2,7,2,9,7,0,0,4,2,4.2,4.2,1.3,5.5,33,21,118,0.39,0.11,0.50,0.39,0.50,0.23,0.07,0.30,0.23,0.30,Matches
854,Dario Essugo,pt POR,MF,Las Palmas,es La Liga,19,2005,27,25,"1,938",21.5,1,0,1,1,0,0,11,2,0.7,0.7,0.4,1.0,18,76,8,0.05,0.00,0.05,0.05,0.05,0.03,0.02,0.05,0.03,0.05,Matches
855,Estanis,es ESP,FW,Bologna,it Serie A,20,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,1,0,1,0.00,0.00,0.00,0.00,0.00,0.71,1.65,2.35,0.71,2.35,Matches
856,Nahuel Estévez,ar ARG,MF,Parma,it Serie A,28,1995,14,7,657,7.3,0,0,0,0,0,0,3,0,0.1,0.1,0.8,0.8,3,30,4,0.00,0.00,0.00,0.00,0.00,0.01,0.10,0.12,0.01,0.12,Matches
857,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,26,1998,30,26,"2,402",26.7,1,1,2,1,0,0,5,0,1.2,1.2,2.1,3.3,59,132,112,0.04,0.04,0.07,0.04,0.07,0.04,0.08,0.12,0.04,0.12,Matches
858,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,es La Liga,21,2002,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
859,Karl Etta Eyong,cm CMR,"MF,FW",Villarreal,es La Liga,20,2003,4,0,37,0.4,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,0,0,0,2.43,0.00,2.43,2.43,2.43,0.88,0.00,0.88,0.88,0.88,Matches
860,Evanilson,br BRA,FW,Bournemouth,eng Premier League,24,1999,31,28,"2,319",25.8,10,1,11,10,0,1,1,1,12.5,11.7,1.9,13.6,29,28,99,0.39,0.04,0.43,0.39,0.43,0.48,0.07,0.56,0.45,0.53,Matches
861,Jake Evans,eng ENG,FW,Leicester City,eng Premier League,15,2008,4,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
862,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,36,1988,7,3,315,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,10,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
863,Edu Expósito,es ESP,MF,Espanyol,es La Liga,27,1996,19,12,"1,045",11.6,0,2,2,0,0,0,3,0,1.0,1.0,3.2,4.2,23,64,41,0.00,0.17,0.17,0.00,0.17,0.09,0.27,0.36,0.09,0.36,Matches
864,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,26,1998,34,31,"2,588",28.8,8,8,16,7,1,2,1,0,10.5,8.9,6.2,15.1,69,97,153,0.28,0.28,0.56,0.24,0.52,0.36,0.22,0.58,0.31,0.53,Matches
865,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,es La Liga,22,2001,32,23,"1,984",22.0,2,2,4,2,0,1,2,0,8.0,7.2,2.0,9.3,117,68,215,0.09,0.09,0.18,0.09,0.18,0.36,0.09,0.46,0.33,0.42,Matches
866,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,21,2003,30,9,"1,023",11.4,3,1,4,3,0,0,2,0,2.3,2.3,1.3,3.7,14,17,43,0.26,0.09,0.35,0.26,0.35,0.21,0.12,0.32,0.21,0.32,Matches
867,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,39,1985,14,13,"1,160",12.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
868,Alieu Fadera,gm GAM,"FW,DF",Como,it Serie A,22,2001,28,20,"1,644",18.3,1,3,4,1,0,0,2,1,1.7,1.7,4.0,5.7,74,36,160,0.05,0.16,0.22,0.05,0.22,0.09,0.22,0.31,0.09,0.31,Matches
869,Wout Faes,be BEL,DF,Leicester City,eng Premier League,26,1998,34,30,"2,815",31.3,1,0,1,1,0,0,4,0,1.5,1.5,0.1,1.6,12,86,1,0.03,0.00,0.03,0.03,0.03,0.05,0.00,0.05,0.05,0.05,Matches
870,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,23,2001,15,10,962,10.7,1,2,3,1,0,0,0,0,0.5,0.5,3.0,3.5,15,50,19,0.09,0.19,0.28,0.09,0.28,0.05,0.28,0.32,0.05,0.32,Matches
871,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,23,2001,17,5,571,6.3,0,0,0,0,0,0,4,0,0.6,0.6,0.1,0.7,19,41,18,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11,Matches
872,Romain Faivre,fr FRA,"MF,FW",Brest,fr Ligue 1,26,1998,20,10,899,10.0,3,2,5,2,1,1,2,0,2.6,1.8,1.9,3.7,24,44,49,0.30,0.20,0.50,0.20,0.40,0.26,0.19,0.45,0.18,0.37,Matches
873,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,29,1995,38,38,"3,420",38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
874,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,32,1991,8,3,260,2.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,3,13,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.12,0.07,0.12,Matches
875,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,eng Premier League,20,2004,11,6,579,6.4,0,2,2,0,0,0,0,0,0.4,0.4,1.6,2.0,42,17,60,0.00,0.31,0.31,0.00,0.31,0.06,0.24,0.31,0.06,0.31,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
876,Ansu Fati,es ESP,FW,Barcelona,es La Liga,21,2002,6,3,233,2.6,0,0,0,0,0,0,1,0,1.0,1.0,0.2,1.1,7,6,32,0.00,0.00,0.00,0.00,0.00,0.38,0.06,0.44,0.38,0.44,Matches
877,Khalil Fayad,fr FRA,"MF,FW",Montpellier,fr Ligue 1,20,2004,20,10,"1,028",11.4,0,0,0,0,0,0,5,0,1.3,1.3,0.3,1.5,25,50,42,0.00,0.00,0.00,0.00,0.00,0.11,0.02,0.13,0.11,0.13,Matches
878,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,21,2003,20,16,"1,383",15.4,4,1,5,4,0,0,1,1,3.1,3.1,0.5,3.6,34,49,88,0.26,0.07,0.33,0.26,0.33,0.20,0.03,0.23,0.20,0.23,Matches
879,Nabil Fekir,fr FRA,MF,Betis,es La Liga,31,1993,2,2,180,2.0,0,1,1,0,0,0,0,0,0.7,0.7,0.6,1.2,9,10,18,0.00,0.50,0.50,0.00,0.50,0.34,0.28,0.62,0.34,0.62,Matches
880,Mattia Felici,it ITA,"MF,FW",Cagliari,it Serie A,23,2001,20,9,925,10.3,0,3,3,0,0,0,1,0,0.6,0.6,1.0,1.6,39,19,75,0.00,0.29,0.29,0.00,0.29,0.06,0.10,0.16,0.06,0.16,Matches
881,Luiz Felipe,it ITA,DF,Marseille,fr Ligue 1,27,1997,4,2,122,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
882,João Félix,pt POR,"FW,MF",Chelsea,eng Premier League,24,1999,12,3,369,4.1,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,21,26,30,0.24,0.24,0.49,0.24,0.49,0.54,0.23,0.78,0.54,0.78,Matches
883,João Félix,pt POR,MF,Milan,it Serie A,24,1999,15,8,760,8.4,2,0,2,2,0,0,3,0,2.7,2.7,1.2,3.8,20,40,56,0.24,0.00,0.24,0.24,0.24,0.32,0.14,0.46,0.32,0.46,Matches
884,Frank Feller,de GER,GK,Heidenheim,de Bundesliga,20,2004,2,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
885,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,33,1991,28,27,"2,227",24.7,0,1,1,0,0,0,7,0,0.4,0.4,1.3,1.7,52,112,44,0.00,0.04,0.04,0.00,0.04,0.01,0.05,0.07,0.01,0.07,Matches
886,Evan Ferguson,ie IRL,FW,West Ham,eng Premier League,19,2004,8,1,156,1.7,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,1,1,7,0.00,0.00,0.00,0.00,0.00,0.32,0.17,0.50,0.32,0.50,Matches
887,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,19,2004,13,2,246,2.7,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1.0,2,1,9,0.37,0.00,0.37,0.37,0.37,0.20,0.15,0.35,0.20,0.35,Matches
888,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,24,1999,16,10,983,10.9,1,1,2,0,1,1,0,0,1.0,0.2,1.1,1.3,20,53,26,0.09,0.09,0.18,0.00,0.09,0.09,0.10,0.19,0.02,0.12,Matches
889,Zinedine Ferhat,dz ALG,"FW,MF",Angers,fr Ligue 1,31,1993,24,8,849,9.4,2,0,2,2,0,0,1,0,1.4,1.4,2.4,3.7,16,40,64,0.21,0.00,0.21,0.21,0.21,0.14,0.25,0.40,0.14,0.40,Matches
890,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,29,1994,36,35,"3,018",33.5,8,10,18,5,3,3,5,2,9.9,7.6,8.5,16.1,77,325,129,0.24,0.30,0.54,0.15,0.45,0.30,0.25,0.55,0.23,0.48,Matches
891,Edimilson Fernandes,ch SUI,"MF,DF",Brest,fr Ligue 1,28,1996,19,12,"1,105",12.3,0,1,1,0,0,0,1,0,0.4,0.4,0.6,1.0,7,40,3,0.00,0.08,0.08,0.00,0.08,0.03,0.05,0.08,0.03,0.08,Matches
892,Mateus Fernandes,pt POR,MF,Southampton,eng Premier League,20,2004,36,34,"2,909",32.3,2,4,6,2,0,0,8,0,4.0,4.0,3.0,7.0,76,145,108,0.06,0.12,0.19,0.06,0.19,0.12,0.09,0.22,0.12,0.22,Matches
893,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,33,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
894,Álvaro Fernández,es ESP,GK,Sevilla,es La Liga,26,1998,9,8,747,8.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
895,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,23,2001,36,32,"2,947",32.7,6,7,13,6,0,0,8,0,6.1,6.1,6.8,12.9,60,212,126,0.18,0.21,0.40,0.18,0.40,0.19,0.21,0.39,0.19,0.39,Matches
896,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,es La Liga,21,2003,2,1,98,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
897,Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,22,2002,19,18,"1,497",16.6,6,0,6,6,0,0,1,0,3.6,3.6,0.6,4.2,7,17,50,0.36,0.00,0.36,0.36,0.36,0.21,0.04,0.25,0.21,0.25,Matches
898,Valery Fernández,es ESP,"MF,FW",Mallorca,es La Liga,24,1999,18,1,309,3.4,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.9,2,5,14,0.58,0.00,0.58,0.58,0.58,0.24,0.01,0.25,0.24,0.25,Matches
899,Matias Fernandez-Pardo,be BEL,"FW,MF",Lille,fr Ligue 1,19,2005,22,12,"1,065",11.8,4,2,6,4,0,0,4,0,2.9,2.9,2.8,5.7,46,26,85,0.34,0.17,0.51,0.34,0.51,0.24,0.24,0.48,0.24,0.48,Matches
900,André Ferreira,pt POR,GK,Valladolid,es La Liga,28,1996,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
901,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,32,1992,25,21,"1,773",19.7,0,2,2,0,0,0,6,1,0.4,0.4,0.9,1.3,19,137,42,0.00,0.10,0.10,0.00,0.10,0.02,0.05,0.07,0.02,0.07,Matches
902,Daniel Fila,cz CZE,FW,Venezia,it Serie A,21,2002,10,6,492,5.5,2,0,2,2,0,0,3,1,1.4,1.4,0.3,1.8,5,8,30,0.37,0.00,0.37,0.37,0.37,0.26,0.06,0.32,0.26,0.32,Matches
903,Karol Fila,pl POL,MF,Strasbourg,fr Ligue 1,26,1998,1,0,5,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
904,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,23,2000,32,29,"2,297",25.5,1,0,1,1,0,0,7,0,0.3,0.3,0.5,0.8,51,110,89,0.04,0.00,0.04,0.04,0.04,0.01,0.02,0.03,0.01,0.03,Matches
905,Mark Flekken,nl NED,GK,Brentford,eng Premier League,31,1993,37,37,"3,275",36.4,0,2,2,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.05,0.05,0.00,0.05,0.00,0.01,0.01,0.00,0.01,Matches
906,Alessandro Florenzi,it ITA,FW,Milan,it Serie A,33,1991,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
907,Mateo Flores,es ESP,MF,Betis,es La Liga,20,2004,6,1,153,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,9,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
908,Phil Foden,eng ENG,"MF,FW",Manchester City,eng Premier League,24,2000,28,20,"1,777",19.7,7,2,9,7,0,0,2,0,5.2,5.2,4.8,9.9,50,103,128,0.35,0.10,0.46,0.35,0.46,0.26,0.24,0.50,0.26,0.50,Matches
909,Malick Fofana,be BEL,FW,Lyon,fr Ligue 1,19,2005,29,16,"1,589",17.7,5,4,9,5,0,0,2,0,3.8,3.8,3.7,7.6,112,45,205,0.28,0.23,0.51,0.28,0.51,0.22,0.21,0.43,0.22,0.43,Matches
910,Rayan Fofana,fr FRA,"FW,MF",Lens,fr Ligue 1,18,2006,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
911,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,29,1995,16,9,844,9.4,1,1,2,1,0,0,3,0,1.8,1.8,1.2,2.9,32,72,38,0.11,0.11,0.21,0.11,0.21,0.19,0.13,0.31,0.19,0.31,Matches
912,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,23,2000,14,14,"1,172",13.0,0,0,0,0,0,0,7,0,0.4,0.4,0.4,0.8,19,32,4,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.07,0.03,0.06,Matches
913,Yahia Fofana,ci CIV,GK,Angers,fr Ligue 1,23,2000,33,33,"2,970",33.0,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
914,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,25,1999,35,29,"2,504",27.8,1,6,7,1,0,0,5,0,1.3,1.3,3.4,4.7,44,176,32,0.04,0.22,0.25,0.04,0.25,0.05,0.12,0.17,0.05,0.17,Matches
915,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,28,1996,27,22,"1,832",20.4,0,1,1,0,0,0,3,0,0.3,0.3,1.3,1.6,36,59,50,0.00,0.05,0.05,0.00,0.05,0.01,0.06,0.08,0.01,0.08,Matches
916,Michael Folorunsho,it ITA,"FW,MF",Fiorentina,it Serie A,26,1998,14,6,650,7.2,0,0,0,0,0,0,5,0,1.1,1.1,0.6,1.7,13,21,33,0.00,0.00,0.00,0.00,0.00,0.15,0.08,0.23,0.15,0.23,Matches
917,Michael Folorunsho,it ITA,"FW,MF",Napoli,it Serie A,26,1998,6,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,Matches
918,Lamine Fomba,fr FRA,MF,Saint-Étienne,fr Ligue 1,26,1998,7,3,217,2.4,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,5,18,5,0.00,0.00,0.00,0.00,0.00,0.01,0.12,0.13,0.01,0.13,Matches
919,Carlos Forbs,pt POR,"MF,FW",Wolves,eng Premier League,20,2004,10,1,239,2.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,10,8,28,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.07,0.05,0.07,Matches
920,Pablo Fornals,es ESP,"MF,FW",Betis,es La Liga,28,1996,26,22,"1,827",20.3,2,0,2,2,0,0,2,0,1.8,1.8,3.3,5.1,32,146,85,0.10,0.00,0.10,0.10,0.10,0.09,0.16,0.25,0.09,0.25,Matches
