ranker,player,nationality,position,team,comp_level,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches,player_id
668,Juan David Cabal,co COL,DF,Juventus,it Serie A,23,2001,5.1,0,5,0,0.0,0.98,0.00,0.00,,21.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,669
669,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,24,2000,28.4,16,66,28,42.4,2.33,0.99,0.15,0.36,15.3,0,6,7,16.2,10.7,0.16,-0.2,-0.7,Matches,670
670,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,23,2000,17.3,1,17,3,17.6,0.98,0.17,0.06,0.33,18.3,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches,671
671,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,31,1993,14.8,0,5,1,20.0,0.34,0.07,0.00,0.00,17.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,672
672,Keinan Davis,eng ENG,FW,Udinese,it Serie A,26,1998,11.8,2,29,11,37.9,2.45,0.93,0.07,0.18,12.7,0,0,0,2.9,2.9,0.10,-0.9,-0.9,Matches,673
673,Leif Davis,eng ENG,DF,Ipswich Town,eng Premier League,24,2000,30.5,1,16,2,12.5,0.52,0.07,0.06,0.50,19.8,2,0,0,1.0,1.0,0.06,0.0,0.0,Matches,674
674,Zuriko Davitashvili,ge GEO,"FW,MF",Saint-Étienne,fr Ligue 1,23,2001,30.9,9,68,24,35.3,2.20,0.78,0.10,0.29,19.4,5,2,2,8.1,6.6,0.10,+0.9,+0.4,Matches,675
675,Paweł Dawidowicz,pl POL,"DF,MF",Hellas Verona,it Serie A,29,1995,20.5,0,4,0,0.0,0.20,0.00,0.00,,14.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches,676
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,26
676,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,34,1990,10.8,0,5,1,20.0,0.46,0.09,0.00,0.00,8.5,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches,677
677,Kevin De Bruyne,be BEL,"MF,FW",Manchester City,eng Premier League,33,1991,18.9,4,57,15,26.3,3.01,0.79,0.07,0.27,21.4,8,0,0,5.1,5.1,0.09,-1.1,-1.1,Matches,678
678,Bobby De Cordova-Reid,jm JAM,FW,Leicester City,eng Premier League,31,1993,8.3,1,7,3,42.9,0.85,0.36,0.14,0.33,25.1,0,0,0,0.8,0.8,0.11,+0.2,+0.2,Matches,679
679,Charles De Ketelaere,be BEL,"MF,FW",Atalanta,it Serie A,23,2001,23.0,7,48,20,41.7,2.09,0.87,0.15,0.35,12.2,0,0,0,7.3,7.3,0.15,-0.3,-0.3,Matches,680
680,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,30,1994,23.4,3,19,4,21.1,0.81,0.17,0.16,0.75,24.3,0,0,0,1.3,1.3,0.07,+1.7,+1.7,Matches,681
681,Théo De Percin,mq MTQ,GK,Auxerre,fr Ligue 1,23,2001,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,682
682,Mattia De Sciglio,it ITA,DF,Empoli,it Serie A,31,1992,8.5,1,5,3,60.0,0.59,0.35,0.20,0.33,16.9,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Matches,683
683,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,36,1988,11.8,1,9,4,44.4,0.76,0.34,0.11,0.25,12.2,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches,684
684,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,26,1998,2.1,0,1,0,0.0,0.47,0.00,0.00,,12.3,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches,685
685,Koni De Winter,be BEL,DF,Genoa,it Serie A,22,2002,23.7,3,13,7,53.8,0.55,0.30,0.23,0.43,8.8,0,0,0,2.1,2.1,0.16,+0.9,+0.9,Matches,686
686,Amar Dedić,ba BIH,DF,Marseille,fr Ligue 1,21,2002,3.5,0,6,2,33.3,1.72,0.57,0.00,0.00,18.3,0,0,0,0.9,0.9,0.15,-0.9,-0.9,Matches,687
687,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,28,1995,15.9,2,18,5,27.8,1.13,0.31,0.11,0.40,18.1,0,0,0,1.7,1.7,0.10,+0.3,+0.3,Matches,688
688,Romain Del Castillo,fr FRA,FW,Brest,fr Ligue 1,28,1996,14.0,6,17,8,47.1,1.22,0.57,0.18,0.38,19.7,0,3,4,4.7,1.5,0.09,+1.3,+1.5,Matches,689
689,Enrico Del Prato,it ITA,DF,Parma,it Serie A,24,1999,32.7,4,12,5,41.7,0.37,0.15,0.33,0.80,12.0,0,0,0,2.0,2.0,0.17,+2.0,+2.0,Matches,690
690,Thomas Delaine,fr FRA,DF,Strasbourg,fr Ligue 1,32,1992,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,691
691,Liam Delap,eng ENG,FW,Ipswich Town,eng Premier League,21,2003,28.8,12,66,29,43.9,2.29,1.01,0.15,0.34,16.0,0,2,2,9.3,7.8,0.12,+2.7,+2.2,Matches,692
692,Fisayo Dele-Bashiru,ng NGA,"MF,FW",Lazio,it Serie A,23,2001,10.5,3,16,5,31.3,1.52,0.48,0.19,0.60,20.9,0,0,0,1.1,1.1,0.07,+1.9,+1.9,Matches,693
693,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,32,1991,6.7,0,17,6,35.3,2.52,0.89,0.00,0.00,15.7,0,0,0,1.3,1.3,0.08,-1.3,-1.3,Matches,694
694,Olivier Deman,be BEL,DF,Werder Bremen,de Bundesliga,24,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,695
695,Ali Dembélé,fr FRA,DF,Torino,it Serie A,20,2004,4.3,1,5,2,40.0,1.16,0.46,0.20,0.50,13.3,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches,696
696,Ousmane Dembélé,fr FRA,FW,Paris S-G,fr Ligue 1,27,1997,19.2,21,96,49,51.0,4.99,2.55,0.21,0.41,16.0,0,1,1,16.6,15.8,0.16,+4.4,+4.2,Matches,697
697,Ermedin Demirović,ba BIH,FW,Stuttgart,de Bundesliga,26,1998,20.6,15,64,27,42.2,3.11,1.31,0.23,0.56,11.3,0,0,2,14.1,12.4,0.19,+0.9,+2.6,Matches,698
698,Sepp van den Berg,nl NED,DF,Brentford,eng Premier League,22,2001,28.7,0,20,6,30.0,0.70,0.21,0.00,0.00,10.5,0,0,0,2.0,2.0,0.10,-2.0,-2.0,Matches,699
699,Rémy Descamps,fr FRA,GK,Lyon,fr Ligue 1,28,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,700
700,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,30,1994,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,701
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,26
701,Justin Devenny,nir NIR,MF,Crystal Palace,eng Premier League,20,2003,5.6,1,10,6,60.0,1.78,1.07,0.10,0.17,21.1,1,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches,702
702,Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,eng Premier League,25,1998,2.9,0,1,0,0.0,0.34,0.00,0.00,,7.8,0,0,0,0.2,0.2,0.22,-0.2,-0.2,Matches,703
703,Michele Di Gregorio,it ITA,GK,Juventus,it Serie A,27,1997,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,704
704,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,30,1993,37.0,3,21,6,28.6,0.57,0.16,0.14,0.50,11.4,0,0,0,2.8,2.8,0.15,+0.2,+0.2,Matches,705
705,Boulaye Dia,sn SEN,"MF,FW",Lazio,it Serie A,27,1996,24.2,9,39,19,48.7,1.61,0.79,0.23,0.47,13.3,0,0,0,7.1,7.1,0.18,+1.9,+1.9,Matches,706
706,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,27,1996,7.3,2,11,4,36.4,1.52,0.55,0.18,0.50,9.0,0,0,0,1.5,1.5,0.13,+0.5,+0.5,Matches,707
707,Mamadou Diakhon,fr FRA,"FW,MF",Reims,fr Ligue 1,18,2005,9.5,2,18,8,44.4,1.89,0.84,0.11,0.25,19.2,2,0,0,1.0,1.0,0.06,+1.0,+1.0,Matches,708
708,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,23,2001,30.7,4,16,7,43.8,0.52,0.23,0.25,0.57,8.3,0,0,0,2.3,2.3,0.15,+1.7,+1.7,Matches,709
709,Oumar Diakité,ci CIV,FW,Reims,fr Ligue 1,20,2003,18.1,4,26,9,34.6,1.44,0.50,0.15,0.44,12.1,0,0,1,5.5,4.7,0.18,-1.5,-0.7,Matches,710
710,Amad Diallo,ci CIV,"MF,FW",Manchester Utd,eng Premier League,22,2002,21.1,8,47,17,36.2,2.23,0.80,0.17,0.47,17.5,0,0,0,4.7,4.7,0.10,+3.3,+3.3,Matches,711
711,Assane Diao,sn SEN,"FW,MF",Como,it Serie A,18,2005,13.9,8,28,13,46.4,2.01,0.93,0.29,0.62,15.5,0,0,0,4.0,4.0,0.14,+4.0,+4.0,Matches,712
712,Assane Diao,sn SEN,FW,Betis,es La Liga,18,2005,3.1,1,7,1,14.3,2.27,0.32,0.14,1.00,14.4,0,0,0,0.8,0.8,0.11,+0.2,+0.2,Matches,713
713,Habib Diarra,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,20,2004,26.1,4,25,10,40.0,0.96,0.38,0.08,0.20,20.2,1,2,2,3.3,1.8,0.07,+0.7,+0.2,Matches,714
714,Moussa Diarra,ml MLI,DF,Alavés,es La Liga,23,2000,20.7,0,1,0,0.0,0.05,0.00,0.00,,25.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,715
715,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,27,1997,25.2,0,21,7,33.3,0.83,0.28,0.00,0.00,19.4,0,0,0,1.5,1.5,0.07,-1.5,-1.5,Matches,716
716,Krépin Diatta,sn SEN,"DF,FW",Monaco,fr Ligue 1,25,1999,5.6,0,2,1,50.0,0.35,0.18,0.00,0.00,13.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,717
717,Kandet Diawara,gn GUI,FW,Le Havre,fr Ligue 1,24,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,718
718,Mahamadou Diawara,fr FRA,MF,Le Havre,fr Ligue 1,19,2005,6.5,0,7,1,14.3,1.08,0.15,0.00,0.00,20.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,719
719,Mahamadou Diawara,fr FRA,MF,Lyon,fr Ligue 1,19,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,720
720,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,24,1999,15.4,4,28,15,53.6,1.82,0.97,0.14,0.27,12.6,0,0,0,5.3,5.3,0.19,-1.3,-1.3,Matches,721
721,Daniel Díaz,es ESP,MF,Real Sociedad,es La Liga,18,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,722
722,Luis Díaz,co COL,FW,Liverpool,eng Premier League,27,1997,26.7,13,71,30,42.3,2.66,1.13,0.18,0.43,13.4,0,0,0,12.0,12.0,0.17,+1.0,+1.0,Matches,723
723,Pedro Díaz,es ESP,MF,Rayo Vallecano,es La Liga,26,1998,13.5,3,31,7,22.6,2.30,0.52,0.10,0.43,24.6,1,0,1,2.4,1.6,0.05,+0.6,+1.4,Matches,724
724,Tyler Dibling,eng ENG,"FW,MF",Southampton,eng Premier League,18,2006,20.8,2,28,9,32.1,1.34,0.43,0.07,0.22,19.3,0,0,0,2.5,2.5,0.09,-0.5,-0.5,Matches,725
725,Diego,es ESP,FW,Leganés,es La Liga,24,2000,13.3,3,29,9,31.0,2.18,0.68,0.10,0.33,14.1,0,0,0,3.8,3.8,0.13,-0.8,-0.8,Matches,726
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,26
726,Justin Diehl,de GER,"FW,DF",Stuttgart,de Bundesliga,19,2004,1.2,1,7,1,14.3,6.06,0.87,0.14,1.00,15.8,0,0,0,1.0,1.0,0.14,0.0,0.0,Matches,727
727,Bamba Dieng,sn SEN,FW,Angers,fr Ligue 1,24,2000,5.9,3,13,6,46.2,2.20,1.02,0.15,0.33,18.5,2,1,1,3.1,2.3,0.18,-0.1,-0.3,Matches,728
728,Eric Dier,eng ENG,DF,Bayern Munich,de Bundesliga,30,1994,16.3,2,9,5,55.6,0.55,0.31,0.22,0.40,6.3,0,0,0,1.1,1.1,0.12,+0.9,+0.9,Matches,729
729,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,31,1993,26.1,0,13,3,23.1,0.50,0.11,0.00,0.00,22.7,5,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches,730
730,Kembo Diliwidi,fr FRA,DF,Lens,fr Ligue 1,18,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,731
731,Federico Dimarco,it ITA,"DF,FW",Inter,it Serie A,26,1997,24.2,4,56,21,37.5,2.32,0.87,0.07,0.19,20.1,8,0,0,3.3,3.3,0.06,+0.7,+0.7,Matches,732
732,Stole Dimitrievski,mk MKD,GK,Valencia,es La Liga,30,1993,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,733
733,Junior Dina Ebimbe,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,23,2000,3.3,0,8,0,0.0,2.46,0.00,0.00,,16.5,0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches,734
734,Eren Dinkçi,de GER,"MF,FW",Freiburg,de Bundesliga,22,2001,13.3,0,14,3,21.4,1.05,0.23,0.00,0.00,19.0,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches,735
735,Sinaly Diomande,ci CIV,DF,Auxerre,fr Ligue 1,23,2001,21.6,3,9,4,44.4,0.42,0.19,0.33,0.75,15.0,0,0,0,1.1,1.1,0.13,+1.9,+1.9,Matches,736
736,Yan Diomandé,ci CIV,"MF,FW",Leganés,es La Liga,17,2006,6.1,2,11,3,27.3,1.82,0.50,0.18,0.67,17.3,0,0,0,1.4,1.4,0.13,+0.6,+0.6,Matches,737
737,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,31,1992,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,738
738,Issa Diop,fr FRA,DF,Fulham,eng Premier League,27,1997,14.9,0,5,2,40.0,0.34,0.13,0.00,0.00,10.7,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches,739
739,Sérigné Diop,sn SEN,FW,Brest,fr Ligue 1,19,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,740
740,Sofiane Diop,fr FRA,"MF,FW",Nice,fr Ligue 1,24,2000,11.8,6,22,11,50.0,1.86,0.93,0.27,0.55,16.4,3,0,0,6.0,6.0,0.27,0.0,0.0,Matches,741
741,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,21,2003,24.7,1,40,5,12.5,1.62,0.20,0.03,0.20,20.0,0,0,0,2.9,2.9,0.07,-1.9,-1.9,Matches,742
742,Yehvann Diouf,sn SEN,GK,Reims,fr Ligue 1,24,1999,34.0,0,1,1,100.0,0.03,0.03,0.00,0.00,11.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,743
743,Assane Dioussé,sn SEN,MF,Auxerre,fr Ligue 1,26,1997,7.4,0,3,2,66.7,0.41,0.27,0.00,0.00,27.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,744
744,Axel Disasi,fr FRA,DF,Aston Villa,eng Premier League,26,1998,5.4,0,2,0,0.0,0.37,0.00,0.00,,19.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,745
745,Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,26,1998,4.0,1,2,1,50.0,0.49,0.25,0.50,1.00,12.3,0,0,0,0.3,0.3,0.14,+0.7,+0.7,Matches,746
746,Roman Dixon,eng ENG,DF,Everton,eng Premier League,19,2004,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,747
747,Álvaro djaló,gw GNB,FW,Athletic Club,es La Liga,24,1999,7.3,1,15,3,20.0,2.05,0.41,0.07,0.33,18.5,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches,748
748,Djené,tg TOG,"DF,MF",Getafe,es La Liga,32,1991,28.3,0,6,0,0.0,0.21,0.00,0.00,,17.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,749
749,Nasser Djiga,bf BFA,DF,Wolves,eng Premier League,21,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,750
750,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,31,1993,29.3,1,20,4,20.0,0.68,0.14,0.05,0.25,9.7,0,0,0,2.7,2.7,0.13,-1.7,-1.7,Matches,751
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,26
751,Marko Dmitrović,rs SRB,GK,Leganés,es La Liga,32,1992,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,752
752,Ritsu Doan,jp JPN,"FW,MF",Freiburg,de Bundesliga,26,1998,31.8,10,61,21,34.4,1.92,0.66,0.16,0.48,16.7,1,0,0,6.6,6.6,0.12,+3.4,+3.4,Matches,753
753,Dodô,br BRA,DF,Fiorentina,it Serie A,25,1998,34.6,0,27,5,18.5,0.78,0.14,0.00,0.00,17.9,0,0,0,1.4,1.4,0.05,-1.4,-1.4,Matches,754
754,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,26,1998,34.0,1,32,4,12.5,0.94,0.12,0.03,0.25,10.5,0,0,0,2.6,2.6,0.08,-1.6,-1.6,Matches,755
755,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,32,1992,23.4,2,10,3,30.0,0.43,0.13,0.20,0.67,11.4,0,0,0,1.0,1.0,0.10,+1.0,+1.0,Matches,756
756,Jeremy Doku,be BEL,"FW,MF",Manchester City,eng Premier League,22,2002,16.8,3,29,9,31.0,1.72,0.53,0.10,0.33,17.7,0,0,0,1.3,1.3,0.05,+1.7,+1.7,Matches,757
757,Marc Domenech,es ESP,"FW,MF",Mallorca,es La Liga,18,2006,3.4,0,8,2,25.0,2.38,0.59,0.00,0.00,15.2,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches,758
758,Álex Domínguez,es ESP,GK,Toulouse,fr Ligue 1,26,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,759
759,Benjamín Domínguez,ar ARG,FW,Bologna,it Serie A,20,2003,14.2,3,30,17,56.7,2.11,1.19,0.10,0.18,19.2,0,0,0,2.2,2.2,0.07,+0.8,+0.8,Matches,760
760,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,23,2001,13.1,0,3,1,33.3,0.23,0.08,0.00,0.00,8.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches,761
761,Israel Domínguez,es ESP,FW,Sevilla,es La Liga,21,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,762
762,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,eng Premier League,26,1998,21.8,0,21,9,42.9,0.96,0.41,0.00,0.00,18.9,0,0,0,1.5,1.5,0.07,-1.5,-1.5,Matches,763
763,Sergi Dominguez,es ESP,DF,Barcelona,es La Liga,19,2005,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,764
764,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,25,1999,23.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,765
765,Patrick Dorgu,dk DEN,DF,Manchester Utd,eng Premier League,19,2004,9.4,0,10,2,20.0,1.07,0.21,0.00,0.00,16.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,766
766,Patrick Dorgu,dk DEN,"DF,FW",Lecce,it Serie A,19,2004,20.4,3,36,10,27.8,1.76,0.49,0.08,0.30,19.0,0,0,0,3.3,3.3,0.09,-0.3,-0.3,Matches,767
767,Alfie Dorrington,eng ENG,DF,Tottenham,eng Premier League,19,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,768
768,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,26,1998,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,769
769,Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,26,1998,14.8,2,9,3,33.3,0.61,0.20,0.22,0.67,23.0,2,0,0,1.0,1.0,0.11,+1.0,+1.0,Matches,770
770,Alberto Dossena,it ITA,DF,Como,it Serie A,25,1998,20.3,0,12,3,25.0,0.59,0.15,0.00,0.00,11.3,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches,771
771,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,31,1993,28.5,3,31,9,29.0,1.09,0.32,0.10,0.33,14.0,0,0,0,4.1,4.1,0.13,-1.1,-1.1,Matches,772
772,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,24,2000,5.0,0,7,0,0.0,1.39,0.00,0.00,,20.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,773
773,Sékou Doucoure,fr FRA,DF,Nantes,fr Ligue 1,19,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,774
774,Désiré Doué,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,19,2005,19.2,6,55,20,36.4,2.86,1.04,0.11,0.30,17.9,0,0,0,5.1,5.1,0.09,+0.9,+0.9,Matches,775
775,Guela Doué,ci CIV,DF,Strasbourg,fr Ligue 1,21,2002,30.2,1,18,6,33.3,0.60,0.20,0.06,0.17,14.4,0,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches,776
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,26
776,Douglas,br BRA,MF,Nantes,fr Ligue 1,27,1997,25.6,4,36,14,38.9,1.40,0.55,0.11,0.29,17.2,0,0,0,3.4,3.4,0.10,+0.6,+0.6,Matches,777
777,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,21,2003,29.3,1,3,1,33.3,0.10,0.03,0.33,1.00,13.4,0,0,0,0.6,0.6,0.19,+0.4,+0.4,Matches,778
778,Issa Doumbia,it ITA,MF,Venezia,it Serie A,20,2003,10.4,0,16,5,31.3,1.53,0.48,0.00,0.00,16.7,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches,779
779,Kamory Doumbia,ml MLI,"MF,FW",Brest,fr Ligue 1,21,2003,14.7,3,22,10,45.5,1.50,0.68,0.14,0.30,16.7,1,0,0,2.7,2.7,0.13,+0.3,+0.3,Matches,780
780,Amidou Doumbouya,fr FRA,DF,Nice,fr Ligue 1,16,2007,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,781
781,Anastasios Douvikas,gr GRE,FW,Como,it Serie A,24,1999,6.4,2,14,5,35.7,2.17,0.78,0.14,0.40,12.4,0,0,0,2.5,2.5,0.18,-0.5,-0.5,Matches,782
782,Anastasios Douvikas,gr GRE,FW,Celta Vigo,es La Liga,24,1999,7.8,3,17,9,52.9,2.19,1.16,0.18,0.33,11.1,0,0,0,4.4,4.4,0.26,-1.4,-1.4,Matches,783
783,Artem Dovbyk,ua UKR,FW,Roma,it Serie A,27,1997,26.9,12,61,25,41.0,2.27,0.93,0.16,0.40,13.7,0,2,2,11.9,10.3,0.17,+0.1,-0.3,Matches,784
784,Flynn Downes,eng ENG,MF,Southampton,eng Premier League,25,1999,23.9,1,10,3,30.0,0.42,0.13,0.10,0.33,18.7,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches,785
785,Tommy Doyle,eng ENG,MF,Wolves,eng Premier League,22,2001,5.4,0,9,2,22.2,1.66,0.37,0.00,0.00,24.5,1,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,786
786,Radu Drăgușin,ro ROU,DF,Tottenham,eng Premier League,22,2002,13.9,0,5,1,20.0,0.36,0.07,0.00,0.00,12.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,787
787,Patrick Drewes,de GER,GK,Bochum,de Bundesliga,31,1993,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,788
788,Tim Drexler,de GER,DF,Hoffenheim,de Bundesliga,19,2005,4.0,0,2,2,100.0,0.50,0.50,0.00,0.00,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,789
789,Domingos Duarte,pt POR,DF,Getafe,es La Liga,29,1995,20.7,1,3,1,33.3,0.15,0.05,0.33,1.00,13.0,0,0,0,0.2,0.2,0.07,+0.8,+0.8,Matches,790
790,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,35,1989,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,791
791,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,30,1994,26.9,8,70,27,38.6,2.61,1.00,0.10,0.26,17.3,8,1,2,10.1,8.5,0.12,-2.1,-1.5,Matches,792
792,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,29,1994,26.6,1,25,5,20.0,0.94,0.19,0.04,0.20,27.1,5,0,0,1.0,1.0,0.04,0.0,0.0,Matches,793
793,Duk,cv CPV,"MF,FW",Leganés,es La Liga,24,2000,2.0,0,2,1,50.0,1.01,0.50,0.00,0.00,30.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,794
794,Denzel Dumfries,nl NED,"DF,FW",Inter,it Serie A,28,1996,21.7,7,36,19,52.8,1.66,0.87,0.19,0.37,10.5,0,0,0,5.4,5.4,0.15,+1.6,+1.6,Matches,795
795,Alfred Duncan,gh GHA,MF,Venezia,it Serie A,31,1993,10.6,0,15,4,26.7,1.41,0.38,0.00,0.00,25.6,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches,796
